idNode,name,description,link,timeGet
300000010, Lễ khởi công dự án chống ngập 10.000 tỷ tại TP Hồ Chí Minh ,  Đây là lễ khởi công xây dựng dự án “Giải quyết ngập do triều cường khu vực TP Hồ Chí Minh” có xét điểm yếu tố biến đổi khí hậu. Dự án do Công ty Cổ phần đầu tư xây dựng Trung Nam đầu tư xây dựng theo hình thức hợp đồng xây dựng – chuyển giao (BT) tiến độ thực hiện dự án là 36 tháng (từ năm 2016 – 2018),https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000011, Hiệp định toàn cầu về chống biến đổi khí hậu bắt đầu có hiệu lực , Đây là hiệp định vô cùng quan trọng trong bối cảnh nạn hạn hán đã hoành hành và gây thiệt hại ở nhiều khu vực trên thế giới,http://kenh14.vn/,Sun Dec 16 10:33:07 ICT 2018
300000012, Thế vận hội Olympic , Thế vận hội Olympic được tổ chức bốn năm một lần. Ủy ban Olympic Quốc tế là cơ quan chịu trách nhiệm chính và có thể trao cho các quốc gia quyền đăng cai Thế vận hội. Thế vận hội Olympic là sự kiện thể thao thu hút sự tham gia của hầu hết các quốc gia trên thế giới. Vì vậy sức hấp dẫn từ sự kiện thể thao này là rất lớn. Thế vận hội Olympic còn là sự kiện thể thao lớn nhất hành tinh. Nó có lịch sử lâu đời và lấy cảm hứng từ các cuộc thi đấu thể thao của người Hy Lạp cổ đại,http://vietnamnet.vn/,Sun Dec 16 10:33:07 ICT 2018
300000013, FIFA World Cup , Đây là sự kiện thể thao được tổ chức bốn năm một lần. Giành chức vô địch FIFA World Cup là mục tiêu của bất kỳ đội tuyển bóng đá quốc gia nào vì vậy họ thi đấu như thể đang tham gia vào một cuộc chiến,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000014, UEFA Champions League , Đây là giải đấu bóng đá lớn nhất diễn ra ở châu Âu. Tham gia vào giải đấu là 32 câu lạc bộ châu Âu và họ phải thi đấu trong nhiều tháng để giành được danh hiệu cao quý nhất. UEFA Champions League còn được biết đến với tên gọi Europeans Cup. Giải đấu được thành lập vào năm 1955 và kể từ đó đã được cải tiến rất nhiều. UEFA Champions League thu hút sự quan tâm theo dõi của hầu hết tất cả mọi người từ khắp nơi trên thế giới.,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000015, Giải đua xe Công thức 1 , Đây là một giải đua xe chuyên nghiệp được tổ chức suốt năm tại nhiều đường đua khác nhau trên thế giới. Sự phổ biến của môn thể thao này là cực kỳ lớn và bất kỳ giải Grand Prix nào được tổ chức cũng đều thu hút sự theo dõi của hàng nghìn người. Ban đầu Giải đua xe công thức 1 chỉ có vài đường đua ở một số quốc gia. Nhưng hiện na giải có thể được tổ chức ở hầu hết mọi nơi trên thế giới.,vnexpress.net,Sun Dec 16 10:33:07 ICT 2018
300000016, Giải quần vợt Wimbledon , Giải đấu được tổ chức hàng năm vào tháng 6 và tháng 7 tại All England Lawn Tennis và Croquet Club ở Anh. Giải đấu này được bắt đầu vào năm 1877 và là giải quần vợt chuyên nghiệp lâu đời nhất. Được thi đấu tại giải Wimbledon và giành chức vô địch là mơ ước của bất kỳ tay vợt chuyên nghiệp nào. Sức hấp dẫn của giải đấu này là không thể tưởng tượng được.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000017, Lễ hội Đền Hùng , Lễ hội Đền Hùng nhằm tưởng nhớ các vị vua Hùng có công dựng nước đã trở thành văn hóa lâu đời mang tính chất vô cùng linh thiêng. Lễ hội Đền Hùng diễn ra từ mùng 8 đến ngày 11 tháng 3 hàng năm ngày lễ chính là ngày mùng 10.,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000018, Lễ hội Yên Tử , Lễ hội Yên Tử bắt đầu từ ngày 10 tháng Giêng và kéo dài suốt mùa xuân. Hàng năm lễ hội lớn nhất Việt Nam này đón khoảng 1.5 triệu lượt du khách về dự,vnexpress.net,Sun Dec 16 10:33:07 ICT 2018
300000019, Tết Dương lịch , Ngày bắt đầu một năm mới (theo dương lịch) cũng chính là ngày lễ lớn đầu tiên ở Việt Nam. Tuy không được chú trọng như Tết Nguyên Đán nhưng mọi người vẫn rất háo hức đón chào ngày lễ này. Trong ngày nghỉ duy nhất này mọi người sẽ tổ chức đi chơi họp mặt hay đơn giản hơn là tham dự bữa cơm gia đình.,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000020, Valentine ,  Là ngày lễ xuất phát từ các nước phương Tây tuy nhiên nó dần trở thành một phần không thể thiếu đối với người Việt Nam. Tuy không được nghỉ vào ngày này nhưng mọi người sẽ bày tỏ tình cảm với người mình thương yêu bằng socola hoa hoặc món quà xinh xắn.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000021, Fun Beach Festival , Là Lễ hội âm nhạc bãi biễn kết hợp cùng dã ngoại lớn nhất từ trước đến nay tại Việt Nam.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000022, MUSIC REPUBLIC , Sự kiện này lấy cảm hứng từ Tết Thái Lan – Songkran truyền thống với việc hàng ngàn người sẽ được “té nước” xuyên suốt chương trình diễn ra. Sự kiện đã thu hút hàng nghìn tín đồ yêu nhạc đến tham dự.,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000023, RAVOLUTION MUSIC FESTIVAL , Lễ hội này đã thu hút rất nhiều sự quan tâm của các tín đồ yêu âm nhạc edm. Với sự xuất hiện của những nghệ sĩ EDM đình đám thế giới như: Steve Angello- Blasterjaxx- Fedde Le Grand- Manse-…,https://vtc.vn/,Sun Dec 16 10:33:07 ICT 2018
300000024, Olympic Toán quốc tế ,  Là một kì thi Toán học cấp quốc tế hàng năm dành cho học sinh trung học phổ thông.,http://kenh14.vn/,Sun Dec 16 10:33:07 ICT 2018
300000025, Cuộc thi Sinh viên khởi nghiệp , Cuộc thi sinh viên Khởi nghiệp năm 2018 do VCCI Hội đồng Tư vấn hỗ trợ Khởi nghiệp phía Nam báo Diễn đàn Doanh nghiệp phối hợp tổ chức.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000026, Cuộc thi Miss World , Là cuộc thi thường được tổ chức vào khoảng cuối năm tháng 11 hay 12.Người đoạt vương miện Hoa hậu Thế giới sẽ đại diện cho Tổ chức Hoa hậu Thế giới tham gia những hoạt động từ thiện trên khắp thế giới.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000027, Hoa hậu Hoàn vũ , Đây là một trong những cuộc thi sắc đẹp quốc tế lớn nhất thế giới được tổ chức hàng năm.Các thí sinh tham dự cuộc thi Hoa hậu Hoàn vũ sẽ tham gia nhiều phần thi khác nhau như áo tắm trang phục dạ hội trang phục truyền thống phỏng vấn và các hoạt động xã hội như trình diễn thời trang làm từ thiện.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000028, Hoa hậu Hòa bình quốc tế , Là một trong năm cuộc thi sắc đẹp hàng đầu thế giới và hướng tới mục đích ý nghĩa là kêu gọi mọi người chấm dứt chiến tranh bạo lực. Hệ thống chấm điểm của Miss Grand International dựa trên những gì mà thí sinh thể hiện từ những ngày đầu đặt chân tới đất nước đăng cai cuộc thi. Điểm số ở đêm bán kết chiếm 25% và đêm thi chung kết chỉ quyết định 15% số điểm. ,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000029, Hoa vương đồng tính thế giới ,  Là một cuộc thi sắc đẹp hằng năm dành cho người đồng tính nam làm đại sứ thích hợp cho tổ chức nhằm xóa bỏ những định kiến không đúng về người đồng tính và tạo ra một môi trường tốt đẹp cởi mở cho nhiều cộng đồng LGBT khắp thế giới.,http://vietnamnet.vn/,Sun Dec 16 10:33:07 ICT 2018
300000030, Hoa hậu Trái Đất , Là cuộc thi sắc đẹp quốc tế được tổ chức lần đầu vào năm 2001 bởi tập đoàn Carousel Productions của Philippines. Cùng với hai cuộc thi Miss World và Miss Universe- Miss Earth là cuộc thi sắc đẹp lớn thứ ba xét theo số lượng các cuộc thi quốc gia để tuyển chọn ứng cử viên.,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000031, American Idol , là một cuộc thi âm nhạc và chương trình truyền hình thực tế của nước Mỹ. Cuộc thi bắt đầu được tổ chức từ ngày 11 tháng 6 năm 2002 và là một trong những chương trình truyền hình thu hút đông khán giả nhất nước Mỹ. ,http://kenh14.vn/,Sun Dec 16 10:33:07 ICT 2018
300000032, Produce 101 , Là một chương trình truyền hình thực tế sống còn của Hàn Quốc lần đầu được phát sóng trên kênh truyền hình Mnet trong năm 2016. Đây là một dự án quy mô lớn mà trong đó công chúng sẽ đào tạo nên một nhóm nhạc bằng cách lựa chọn từng thành viên trong số 101 thực tập sinh đến từ nhiều công ty giải trí khác nhau cũng như định hướng phong cách cho nhóm chọn bài hát ra mắt và kể cả tên nhóm.,http://vietnamnet.vn/,Sun Dec 16 10:33:07 ICT 2018
300000033, Sing My Song , là chương trình truyền hình thực tế nhằm tìm kiếm những nghệ sĩ đa năng có thể sáng tác và hát hay. Chương trình được tổ chức với mục đích nhằm tìm kiếm bồi dưỡng và phát triển các thế hệ nhạc sĩ ca sĩ (nghệ sĩ) đa tài.,https://dulich.vnexpress.net/,Sun Dec 16 10:33:07 ICT 2018
300000034, The X-Factor , Là một trong những chương trình tìm kiếm tài năng âm nhạc nổi tiếng nhất thế giới phổ biến trên 40 quốc gia được công ty Cát Tiên Samua bản quyền và phát sóng tại Việt Nam vào ngày 30 tháng 3 năm 2014 với tên gọi Nhân Tố Bí Ẩn.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000035, Giai Điệu Chung Đôi , Là chương trình truyền hình thực tế về âm nhạc kết hợp với hẹn hò dành cho những bạn trẻ độc thân mang tên Giai Điệu Chung Đôi sẽ mang đến nhiều điều hấp dẫn mới lạ dành tặng khán giả .,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000036, Hòa Âm Ánh Sáng , Chương trình do Công ty Cát Tiên Sa cùng Đài truyền hình Việt Nam phối hợp sản xuất được mua bản quyền của Time Symphony–UK. Mùa thứ 3 của chương trình với format hoàn toàn mới có tên gọi: Hòa âm ánh sáng–The Remix New Generation. Cuộc thi được tổ chức với mục đích phát hiện thúc đẩy và khẳng định tài năng của nhiều ca sĩ producer DJ và biên đạo.,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000037, Asia's Got Talent , Đây là cuộc thi tài năng lớn nhất thế giới này mời gọi những tài năng thuộc mọi lĩnh vực mọi lứa tuổi tham gia để giành giải thưởng lên đến 100.000USD .,vnexpress.net,Sun Dec 16 10:33:07 ICT 2018
300000038, Giọng hát Việt , Là cuộc thi ca hát trên truyền hình trải qua các vòng thi gay cấn để chọn ra người có giọng hát hay nhất .,http://vietnamnet.vn/,Sun Dec 16 10:33:07 ICT 2018
300000039, Microsoft Imagine Cup , Là một trong những cuộc thi công nghệ quốc tế lớn tại Việt Nam, Imagine Cup đã giúp cho sinh viên Việt Nam có cơ hội được học hỏi, giao lưu và tiếp cận với các công nghệ mới nhất của Microsoft. Đối tượng tham gia cuộc thi là những người mới học lập trình sinh viên thành thạo về lập trình đang sử dụng gói miễn phí Microsoft Azure phát triển các dịch vụ đám mây.,https://dulich.vnexpress.net/,Sun Dec 16 10:33:07 ICT 2018
300000040, Samsung Software Challenge , Cuộc thi này nhằm tìm kiếm những ý tưởng phần mềm di động có khả năng phát triển thành các ứng dụng mang tính thực tiễn cao.,https://dulich.vnexpress.net/,Sun Dec 16 10:33:07 ICT 2018
300000041, Olympic Toán châu Á , Là kỳ thi APMOPS do Học viện Hwa Chong lâu đời và danh giá nhất của Singapore tổ chức cho học sinh lứa tuổi 11-12 theo 2 vòng. Vòng 1 cuộc thi được tổ chức tại 13 quốc gia. Sau vòng 1 học sinh xuất sắc sẽ được Ban tổ chức đài thọ toàn bộ chi phí ăn ở và đi lại để dự thi vòng 2 tại Singapore.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000042, Toán quốc tế Kangaroo , Đây là kỳ thi Toán học được khởi nguồn tại Pháp từ năm 1991 và hiện thu hút trên 6 triệu thí sinh đến từ khoảng 50 quốc gia mỗi năm. Đề thi Kangaroo được phân chia theo 6 khối lớp từ khối lớp (1-2) đến khối lớp (11-12) và được chuyên gia các nước đánh giá cao dưới góc độ phát hiện năng khiếu Toán học.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000043, Paris Motor Show 2018 , Đây là triển lãm ô tô và mô tô Paris Mondial là cuộc triển lãm ô tô và mô tô được tổ chức 2 năm 1 lần tại khu triển lãm Paris Porte de Versailles nằm giữa Đại lộ vành đai Paris và Boulevards des Maréchaux Quận 15- Paris điều hành bởi Tổ chức quốc tế các nhà sản xuất ô tô bắt đầu từ thế kỷ XIX.,https://www.vietnamplus.vn/,Sun Dec 16 10:33:07 ICT 2018
300000044, Triển lãm ảnh , là việc tổ chức trưng bày tranh ảnh tập trung trong một thời gian và tại một địa điểm nhất định nhằm mục đích giới thiệu quảng bá đến mọi người trong xã hội cộng đồng.,https://www.24h.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000045, Ra mắt bộ phim "Quỳnh búp bê" , Bộ phim đầy bi kịch nhưng cũng chất chứa rất nhiều sự thương cảm. ‘Quỳnh búp bê’ được phát sóng lúc 20h45 thứ Năm-thứ Sáu hàng tuần trên kênh VTV1 bắt đầu từ 15/6/2018. ,http://kenh14.vn/,Sun Dec 16 10:33:07 ICT 2018
300000046, VietNam University Games , Là một giải thể thao chuyên nghiệp dành cho các bạn sinh viên đến từ các trường đại học trên toàn quốc. Không chỉ mang đến một sân chơi thể thao đẳng cấp với những hoạt động giải trí lành mạnh, VUG còn mong muốn gửi đến các bạn sinh viên thông điệp về tình yêu và niềm tự hào đối với ngôi trường mà các bạn đang học tập và gắn bó.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000047, Mùa hè không độ , Đây là hoạt động để các bạn trẻ được trải nghiệm và tham gia những trò chân vận động giải tỏa những căng thẳng sau những ngày học tập và làm việc mệt nhọc.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000048, Mùa hè xanh , Là một trong những hoạt động hè vô cùng ý nghĩa của sinh viên (SV) tình nguyện bởi nó không đơn thuần chỉ là một chuyến đi xa mà nó còn là một trong chuỗi các hoạt động mang ý nghĩa xã hội lớn lao và tính nhân văn sâu sắc.,tuoitre.vn,Sun Dec 16 10:33:07 ICT 2018
300000049, Mr and Miss Bách Khoa , Cuộc thi nhằm tìm kiếm những chàng trai cô gái thời hội nhập bản lĩnh tự tin hướng đến tương lai. Qua cuộc thi góp phần nâng cao "Đức - Trí - Thể - Mỹ" của tuổi trẻ Bách khoa; đồng thời cổ vũ động viên sinh viên tích cực học tập rèn luyện tham gia các hoạt động xã hội hoạt động từ thiện thông qua đó quảng bá hình ảnh sinh viên Bách Khoa tới xã hôi.,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
300000050, The Face , Là một cuộc thi truyền hình thực tế Việt Nam về người mẫu dựa theo phiên bản gốc của là The Face sáng lập bởi siêu mẫu Naomi Campbell. Phiên bản Việt Nam đã được chính thức phát sóng vào lúc 20h ngày 18 tháng 6 năm 2016 trên kênh VTV3.,https://dantri.com.vn/,Sun Dec 16 10:33:07 ICT 2018
